24.734491,46.699482
24.734491,46.699482
24.734491,46.699482
24.734491,46.699482
24.734491,46.699482
24.734491,46.699482
24.734488,46.699482
24.734488,46.699482
24.734488,46.699482
24.734488,46.699482
24.734488,46.699482
24.734488,46.699482
24.734484,46.699486
24.734484,46.699486
24.734484,46.699486
24.734484,46.699486
24.734484,46.699486
24.734484,46.699486
24.734484,46.699486
24.734476,46.699490
24.734476,46.699490
24.734476,46.699490
24.734476,46.699490
24.734476,46.699490
24.734476,46.699490
24.734468,46.699493
24.734468,46.699493
24.734468,46.699493
24.734468,46.699493
24.734468,46.699493
24.734468,46.699493
24.734459,46.699501
24.734459,46.699501
24.734459,46.699501
24.734459,46.699501
24.734459,46.699501
24.734459,46.699501
24.734459,46.699501
24.734447,46.699505
24.734447,46.699505
24.734447,46.699505
24.734447,46.699505
24.734447,46.699505
24.734447,46.699505
24.734432,46.699509
24.734432,46.699509
24.734432,46.699509
24.734432,46.699509
24.734432,46.699509
24.734432,46.699509
24.734417,46.699516
24.734417,46.699516
24.734417,46.699516
24.734417,46.699516
24.734417,46.699516
24.734417,46.699516
24.734417,46.699516
24.734398,46.699516
24.734398,46.699516
24.734398,46.699516
24.734398,46.699516
24.734398,46.699516
24.734398,46.699516
24.734379,46.699512
24.734379,46.699512
24.734379,46.699512
24.734379,46.699512
24.734379,46.699512
24.734379,46.699512
24.734362,46.699512
24.734362,46.699512
24.734362,46.699512
24.734362,46.699512
24.734362,46.699512
24.734362,46.699512
24.734343,46.699509
24.734343,46.699509
24.734343,46.699509
24.734343,46.699509
24.734343,46.699509
24.734343,46.699509
24.734343,46.699509
24.734324,46.699505
24.734324,46.699505
24.734324,46.699505
24.734324,46.699505
24.734324,46.699505
24.734324,46.699505
24.734306,46.699505
24.734306,46.699505
24.734306,46.699505
24.734306,46.699505
24.734306,46.699505
24.734306,46.699505
24.734289,46.699501
24.734289,46.699501
24.734289,46.699501
24.734289,46.699501
24.734289,46.699501
24.734289,46.699501
24.734289,46.699501
24.734274,46.699501
24.734274,46.699501
24.734274,46.699501
24.734274,46.699501
24.734274,46.699501
24.734274,46.699501
24.734262,46.699497
24.734262,46.699497
24.734262,46.699497
24.734262,46.699497
24.734262,46.699497
24.734262,46.699497
24.734251,46.699497
24.734251,46.699497
24.734251,46.699497
24.734251,46.699497
24.734251,46.699497
24.734251,46.699497
24.734251,46.699497
24.734240,46.699497
24.734240,46.699497
24.734240,46.699497
24.734240,46.699497
24.734240,46.699497
24.734240,46.699497
24.734228,46.699493
24.734228,46.699493
24.734228,46.699493
24.734228,46.699493
24.734228,46.699493
24.734228,46.699493
24.734215,46.699486
24.734215,46.699486
24.734215,46.699486
24.734215,46.699486
24.734215,46.699486
24.734135,46.699337
24.734135,46.699337
24.734135,46.699337
24.734135,46.699337
24.734135,46.699337
24.734135,46.699337
24.734133,46.699306
24.734133,46.699306
24.734133,46.699306
24.734133,46.699306
24.734133,46.699306
24.734133,46.699306
24.734133,46.699276
24.734133,46.699276
24.734133,46.699276
24.734133,46.699276
24.734133,46.699276
24.734133,46.699276
24.734133,46.699276
24.734137,46.699245
24.734137,46.699245
24.734137,46.699245
24.734137,46.699245
24.734137,46.699245
24.734137,46.699245
24.734144,46.699215
24.734144,46.699215
24.734144,46.699215
24.734144,46.699215
24.734144,46.699215
24.734144,46.699215
24.734158,46.699188
24.734158,46.699188
24.734158,46.699188
24.734158,46.699188
24.734158,46.699188
24.734158,46.699188
24.734173,46.699165
24.734173,46.699165
24.734173,46.699165
24.734173,46.699165
24.734173,46.699165
24.734173,46.699165
24.734173,46.699165
24.734188,46.699142
24.734188,46.699142
24.734188,46.699142
24.734188,46.699142
24.734188,46.699142
24.734188,46.699142
24.734207,46.699127
24.734207,46.699127
24.734207,46.699127
24.734207,46.699127
24.734207,46.699127
24.734207,46.699127
24.734228,46.699112
24.734228,46.699112
24.734228,46.699112
24.734228,46.699112
24.734228,46.699112
24.734228,46.699112
24.734228,46.699112
24.734249,46.699100
24.734249,46.699100
24.734249,46.699100
